231.00,0.00
232.00,8.00
233.00,8.00
234.00,1.00
235.00,2.00
236.00,5.00
237.00,9.00
238.00,8.00
239.00,1.00
240.00,2.00
241.00,0.00
242.00,9.00
243.00,9.00
244.00,1.00
245.00,1.00
246.00,5.00
247.00,8.00
248.00,9.00
249.00,7.00
250.00,9.00
251.00,1.00
252.00,1.00
253.00,1.00
254.00,9.00
255.00,0.00
256.00,5.00
257.00,4.00
258.00,1.00
259.00,6.00
260.00,4.00
261.00,3.00
262.00,1.00
263.00,1.00
264.00,4.00
265.00,2.00
266.00,9.00
267.00,2.00
268.00,7.00
269.00,8.00
270.00,9.00
271.00,9.00
272.00,9.00
273.00,1.00
274.00,7.00
275.00,8.00
276.00,5.00
277.00,8.00
278.00,5.00
279.00,5.00
280.00,0.00
281.00,6.00
282.00,8.00
283.00,6.00
284.00,8.00
285.00,9.00
286.00,0.00
287.00,1.00
288.00,9.00
289.00,1.00
290.00,3.00
291.00,4.00
292.00,8.00
293.00,8.00
294.00,1.00
295.00,8.00
296.00,1.00
297.00,0.00
298.00,8.00
299.00,5.00
300.00,0.00
301.00,5.00
302.00,9.00
303.00,5.00
304.00,1.00
305.00,1.00
306.00,1.00
307.00,7.00
308.00,6.00
309.00,7.00
310.00,9.00
311.00,4.00
312.00,6.00
313.00,4.00
314.00,1.00
315.00,8.00
316.00,5.00
317.00,5.00
318.00,9.00
319.00,7.00
320.00,4.00
321.00,8.00
322.00,9.00
323.00,9.00
324.00,2.00
325.00,9.00
326.00,9.00
327.00,6.00
328.00,1.00
329.00,9.00
330.00,5.00
331.00,5.00
332.00,9.00
333.00,4.00
334.00,1.00
335.00,6.00
336.00,7.00
337.00,1.00
338.00,9.00
339.00,4.00
340.00,8.00
341.00,8.00
342.00,5.00
343.00,8.00
344.00,0.00
345.00,9.00
346.00,4.00
347.00,4.00
348.00,8.00
349.00,4.00
350.00,9.00
351.00,3.00
352.00,8.00
353.00,8.00
354.00,1.00
355.00,9.00
356.00,9.00
357.00,1.00
358.00,8.00
359.00,6.00
360.00,3.00
361.00,5.00
362.00,2.00
363.00,5.00
364.00,4.00
365.00,8.00
366.00,0.00
367.00,1.00
368.00,1.00
369.00,3.00
370.00,9.00
371.00,5.00
372.00,1.00
373.00,5.00
374.00,1.00
375.00,4.00
376.00,1.00
377.00,9.00
378.00,8.00
379.00,4.00
380.00,1.00
381.00,9.00
382.00,1.00
383.00,1.00
384.00,1.00
385.00,9.00
386.00,0.00
387.00,4.00
388.00,9.00
389.00,0.00
390.00,9.00
391.00,4.00
392.00,0.00
393.00,1.00
394.00,4.00
395.00,3.00
396.00,2.00
397.00,8.00
398.00,2.00
399.00,1.00
400.00,1.00
401.00,9.00
402.00,0.00
403.00,9.00
404.00,8.00
405.00,7.00
406.00,8.00
407.00,9.00
408.00,8.00
409.00,8.00
410.00,5.00
411.00,6.00
412.00,1.00
413.00,1.00
414.00,1.00
415.00,3.00
416.00,9.00
417.00,1.00
418.00,8.00
419.00,5.00
420.00,4.00
421.00,9.00
422.00,3.00
423.00,9.00
424.00,8.00
425.00,0.00
426.00,9.00
427.00,5.00
428.00,0.00
429.00,8.00
430.00,9.00
431.00,8.00
432.00,1.00
433.00,9.00
434.00,9.00
435.00,1.00
436.00,1.00
437.00,5.00
438.00,4.00
439.00,5.00
440.00,1.00
441.00,0.00
442.00,0.00
443.00,1.00
444.00,0.00
445.00,8.00
446.00,8.00
447.00,8.00
448.00,8.00
449.00,9.00
450.00,8.00
451.00,4.00
452.00,1.00
453.00,2.00
454.00,8.00
455.00,0.00
456.00,9.00
457.00,0.00
458.00,1.00
459.00,5.00
460.00,1.00
461.00,8.00
462.00,8.00
463.00,9.00
464.00,8.00
465.00,9.00
466.00,1.00
467.00,8.00
468.00,7.00
469.00,8.00
470.00,9.00
471.00,8.00
472.00,2.00
473.00,9.00
474.00,3.00
475.00,5.00
476.00,5.00
477.00,0.00
478.00,8.00
479.00,6.00
480.00,8.00
481.00,1.00
482.00,0.00
483.00,8.00
484.00,9.00
485.00,4.00
486.00,5.00
487.00,8.00
488.00,8.00
489.00,0.00
490.00,3.00
491.00,5.00
492.00,4.00
493.00,1.00
494.00,8.00
495.00,1.00
496.00,3.00
497.00,0.00
498.00,8.00
499.00,1.00
500.00,9.00
501.00,8.00
502.00,9.00
503.00,4.00
504.00,9.00
505.00,0.00
506.00,2.00
507.00,1.00
508.00,5.00
509.00,8.00
510.00,8.00
511.00,1.00
512.00,1.00
513.00,5.00
514.00,5.00
515.00,0.00
516.00,1.00
517.00,4.00
518.00,9.00
519.00,2.00

Confusion Matrix
35.00,1.00,4.00,0.00,0.00,0.00,1.00,0.00,13.00,1.00
5.00,96.00,0.00,9.00,0.00,1.00,5.00,1.00,6.00,2.00
0.00,0.00,9.00,0.00,0.00,1.00,0.00,0.00,5.00,0.00
0.00,0.00,0.00,12.00,1.00,0.00,0.00,0.00,2.00,0.00
6.00,0.00,0.00,1.00,25.00,2.00,1.00,0.00,7.00,8.00
1.00,0.00,3.00,0.00,4.00,40.00,0.00,0.00,1.00,6.00
2.00,0.00,2.00,0.00,1.00,0.00,6.00,0.00,3.00,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00
0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,47.00,0.00
1.00,1.00,4.00,0.00,12.00,15.00,1.00,0.00,15.00,76.00

Class,Precision,Recall,F1-Measure
0.00,0.70,0.64,0.67
1.00,0.98,0.77,0.86
2.00,0.39,0.60,0.47
3.00,0.55,0.80,0.65
4.00,0.56,0.50,0.53
5.00,0.68,0.73,0.70
6.00,0.43,0.40,0.41
7.00,0.94,1.00,0.97
8.00,0.47,0.94,0.63
9.00,0.81,0.61,0.69

Accuracy,Macro,Weighted
0.69,0.66,0.70,
